Date,Open,High,Low,Close,Volume
12/19/2012,187.6426604,187.6426604,182.7626919,185.2026761,2400
12/20/2012,188.5084612,190.4761905,185.0452578,189.5316804,31400
12/23/2012,189.6890988,189.6890988,184.6517119,185.596222,3000
12/24/2012,182.6052735,186.9342778,182.6052735,183.8646202,2400
12/26/2012,184.8878394,184.8878394,177.0956316,181.5033451,6400
12/27/2012,184.1007477,184.9665486,181.1885085,181.424636,14200
12/30/2012,181.5033451,185.2813853,181.5033451,181.896891,5000
1/1/2013,184.8878394,184.8878394,182.6052735,183.313656,600
1/2/2013,182.9988194,183.2349469,182.9988194,183.0775285,400
1/3/2013,183.2349469,183.2349469,181.8181818,182.9988194,10600
1/6/2013,182.9988194,184.8878394,181.0310901,182.9201102,12400
1/7/2013,181.0310901,182.5265643,178.8272334,180.2439984,2000
1/8/2013,176.3085399,182.6052735,176.3085399,179.4569067,3200
1/9/2013,184.8878394,184.8878394,184.4942936,184.6517119,400
1/10/2013,183.1562377,183.1562377,181.0310901,182.1330185,1200
1/13/2013,180.2439984,181.8181818,178.9059425,180.0078709,2800
1/14/2013,181.0310901,181.0310901,179.6143251,180.7949626,1600
1/15/2013,180.2439984,184.1007477,180.2439984,180.8736718,2200
1/16/2013,184.8091303,184.8091303,181.0310901,181.5033451,7200
1/17/2013,184.0220386,184.0220386,180.6375443,182.2904368,2800
1/20/2013,181.8181818,182.5265643,181.1885085,182.2904368,14200
1/21/2013,175.5214482,184.1007477,175.5214482,180.3227076,9600
1/22/2013,180.952381,185.2026761,180.952381,183.313656,29400
1/23/2013,184.9665486,186.4620228,183.5497835,184.7304211,12200
1/24/2013,183.3923652,185.596222,183.3923652,184.6517119,11800
1/27/2013,182.6839827,185.2026761,178.8272334,180.3227076,11000
1/28/2013,180.2439984,184.1007477,179.8504526,180.6375443,9000
1/29/2013,184.4942936,187.3278237,182.9988194,184.8878394,10600
1/30/2013,187.3278237,187.3278237,181.3459268,184.1007477,6000
1/31/2013,184.1794569,185.7536403,181.5820543,183.7072019,9000
2/3/2013,185.596222,187.3278237,184.5730028,185.596222,11400
2/4/2013,182.6839827,187.0916962,181.9756002,185.0452578,14400
2/5/2013,184.8091303,187.1704054,184.1794569,184.9665486,3400
2/6/2013,186.9342778,187.8787879,185.7536403,186.540732,19000
2/7/2013,188.0362062,192.8374656,187.7213695,192.2077922,24000
2/10/2013,194.3329398,195.1987407,191.3419913,192.9948839,14000
2/11/2013,196.6942149,196.6942149,193.2310114,194.8051948,50200
2/12/2013,196.3793782,196.6942149,190.8697363,192.2865014,26600
2/13/2013,192.9161747,195.1987407,192.8374656,194.9626131,14000
2/14/2013,196.772924,203.8567493,194.411649,197.5600157,27600
2/17/2013,204.643841,204.643841,199.1341991,199.6851633,10200
2/18/2013,204.643841,204.643841,198.3471074,201.1019284,15800
2/19/2013,204.643841,207.7922078,193.9393939,198.5832349,5400
2/20/2013,200.6296734,200.6296734,190.1613538,194.9626131,5200
2/24/2013,192.8374656,192.8374656,188.9020071,190.3187721,1000
2/25/2013,196.772924,196.772924,184.9665486,186.6194412,2600
2/26/2013,199.1341991,199.1341991,189.6890988,194.411649,400
2/27/2013,202.2825659,202.2825659,183.3923652,188.5871704,3400
2/28/2013,192.3652105,192.3652105,184.1794569,186.3833137,3600
3/3/2013,189.6103896,189.6103896,177.0956316,179.8504526,2200
3/4/2013,194.411649,194.411649,179.9291617,180.1652893,6400
3/5/2013,180.1652893,186.4620228,180.1652893,180.6375443,2400
3/6/2013,178.8272334,183.3923652,178.669815,179.6930342,1000
3/7/2013,178.669815,185.7536403,177.25305,179.6143251,1200
3/10/2013,178.669815,184.8091303,177.0956316,179.9291617,1400
3/11/2013,179.4569067,180.2439984,177.6465958,180.0078709,4000
3/12/2013,174.8130657,190.4761905,174.8130657,180.1652893,34200
3/13/2013,184.9665486,186.3833137,181.0310901,182.5265643,8600
3/14/2013,182.6052735,186.540732,182.2117277,184.3368752,5400
3/18/2013,184.1794569,184.9665486,182.2904368,183.8646202,3600
3/19/2013,184.8091303,184.8091303,179.4569067,181.5033451,2000
3/20/2013,181.0310901,183.3923652,181.0310901,182.0543093,1600
3/24/2013,181.0310901,181.0310901,179.4569067,180.3227076,1600
3/25/2013,180.2439984,181.0310901,174.7343566,179.6930342,12000
3/27/2013,177.8827233,188.9020071,173.9472649,179.3781976,4800
3/28/2013,181.0310901,181.0310901,179.4569067,180.0078709,6800
3/31/2013,180.2439984,194.411649,165.2892562,171.0350256,13200
4/1/2013,180.4014168,180.6375443,165.2892562,173.2388823,2000
4/2/2013,173.1601732,174.7343566,165.2892562,172.4517906,41200
4/3/2013,173.1601732,175.1279024,169.2247147,172.3730815,91800
4/4/2013,173.1601732,176.3085399,171.5859898,172.4517906,129400
4/7/2013,175.4427391,175.4427391,171.5859898,172.609209,5200
4/8/2013,174.7343566,174.7343566,171.7434081,173.7898465,5800
4/9/2013,176.3085399,177.0956316,172.3730815,174.7343566,3000
4/10/2013,177.0169225,177.0169225,173.1601732,173.7898465,2800
4/11/2013,176.2298308,176.2298308,172.3730815,174.9704841,1800
4/16/2013,169.2247147,169.2247147,162.2195986,164.8170012,10000
4/17/2013,169.2247147,169.2247147,164.8957104,166.3124754,600
4/18/2013,173.0027548,173.0027548,166.8634396,168.2014955,1200
4/21/2013,165.2892562,169.2247147,164.5021645,166.7060213,9600
4/22/2013,171.9008264,171.9008264,167.6505313,168.2014955,4400
4/24/2013,167.6505313,167.6505313,164.5021645,165.9189296,10200
4/25/2013,168.1227863,168.1227863,168.1227863,168.1227863,200
4/28/2013,165.2892562,170.0118064,162.9279811,169.0672963,41800
4/29/2013,173.081464,173.1601732,163.8724911,168.2014955,5200
4/30/2013,166.9421488,171.4285714,162.1408894,167.8866588,9000
5/2/2013,172.3730815,173.1601732,165.2892562,171.7434081,1800
5/5/2013,167.0208579,171.5072806,166.8634396,167.3356946,2400
5/6/2013,169.2247147,172.2943723,167.6505313,169.1460055,2000
5/7/2013,169.3034238,176.5446675,169.3034238,171.6646989,6400
5/8/2013,171.5859898,171.5859898,167.6505313,170.1692247,2600
5/9/2013,173.081464,173.081464,170.0905155,172.136954,3600
5/12/2013,179.3781976,179.3781976,169.4608422,172.609209,5600
5/13/2013,176.3085399,180.2439984,174.2621015,175.4427391,8600
5/14/2013,182.841401,182.841401,177.8827233,178.5123967,14200
5/15/2013,177.8827233,177.8827233,173.8685557,175.2066116,11400
5/16/2013,177.4104683,180.0865801,175.5214482,179.0633609,28800
5/19/2013,181.896891,184.1794569,179.8504526,181.8181818,13200
5/20/2013,191.3419913,191.3419913,181.1097993,182.6052735,26200
5/21/2013,185.5175128,185.5175128,178.669815,181.0310901,29000
5/22/2013,179.4569067,182.5265643,179.4569067,179.6930342,22200
5/26/2013,181.424636,181.424636,176.3085399,176.3085399,19800
5/27/2013,181.2672176,181.2672176,178.7485242,180.4014168,5200
5/28/2013,182.5265643,182.5265643,178.669815,178.669815,25600
5/29/2013,183.313656,183.3923652,180.2439984,180.8736718,11600
5/30/2013,185.7536403,187.3278237,180.2439984,181.896891,49800
6/2/2013,181.1097993,184.0220386,180.2439984,182.369146,29600
6/3/2013,184.1007477,188.9020071,181.0310901,187.2491145,31000
6/4/2013,188.6658796,188.6658796,181.0310901,182.6839827,27200
6/5/2013,185.7536403,186.1471861,182.9988194,185.1239669,65000
6/6/2013,185.7536403,187.8787879,181.896891,184.8091303,13000
6/9/2013,184.5730028,185.7536403,184.5730028,184.7304211,12200
6/11/2013,188.9020071,203.6206218,188.9020071,203.6206218,69600
6/12/2013,211.7276663,221.4088941,211.7276663,221.0940575,58200
6/13/2013,221.9598583,221.9598583,204.5651318,206.0606061,21200
6/16/2013,209.759937,218.0243998,204.7225502,212.514758,29600
6/17/2013,213.3018497,214.0889414,200.7870917,203.0696576,15400
6/18/2013,203.8567493,212.514758,198.4258166,203.3057851,40400
6/19/2013,204.643841,216.8437623,203.1483668,204.171586,29400
6/20/2013,204.643841,211.4128296,201.5741834,202.6761118,17600
6/23/2013,206.2180244,208.9728453,199.2916175,200.2361275,9800
6/24/2013,200.2361275,204.643841,195.1987407,199.9212908,14000
6/26/2013,211.3341204,215.9779614,207.0838253,210.8618654,22400
6/27/2013,204.643841,204.643841,193.6245573,195.7497048,38600
6/30/2013,196.772924,207.7134986,183.3923652,197.8748524,16200
7/2/2013,207.7134986,210.7044471,204.643841,207.870917,27600
7/3/2013,209.6812279,210.5470287,204.5651318,209.1302637,37600
7/4/2013,210.1534829,213.2231405,205.6670602,208.5005903,11800
7/7/2013,209.3663912,216.4502165,200.8658009,203.3844943,33800
7/8/2013,207.7134986,210.1534829,201.4954742,207.7922078,22600
7/9/2013,209.3663912,224.2424242,206.2967336,221.9598583,76000
7/10/2013,223.5340417,240.0629673,218.0243998,237.2294372,222000
7/11/2013,247.1467926,248.6422668,231.4836678,235.8126722,111200
7/14/2013,228.2565919,240.0629673,228.2565919,230.3817395,39400
7/15/2013,238.4100748,250.5312869,228.2565919,249.9803227,304200
7/16/2013,271.467926,271.7827627,266.1944116,271.5466352,371600
7/17/2013,272.3337269,295.0019677,271.5466352,289.7284534,153800
7/18/2013,291.2239276,291.2239276,267.6111767,275.7182212,58400
7/21/2013,286.5013774,286.5013774,253.4435262,255.0177096,16800
7/22/2013,255.8048013,266.0369933,246.3597009,251.0035419,32800
7/23/2013,251.0822511,253.364817,229.0436836,233.5301063,76600
7/24/2013,236.1275089,253.9157812,236.1275089,252.8138528,58200
7/25/2013,255.8048013,263.6757182,233.7662338,236.206218,18000
7/28/2013,230.617867,236.1275089,224.4785518,231.4836678,6800
7/29/2013,240.850059,249.9016135,240.850059,249.5080677,17000
7/30/2013,228.2565919,251.8693428,228.2565919,234.2384888,109800
7/31/2013,236.1275089,236.1275089,220.5430933,229.5159386,35000
8/1/2013,224.4785518,233.7662338,221.9598583,227.390791,37200
8/4/2013,224.3211334,228.2565919,214.0889414,225.501771,37600
8/5/2013,229.8307753,232.1133412,224.2424242,228.8862652,34000
8/12/2013,225.8953168,237.5442739,225.8953168,235.1829988,16400
8/13/2013,245.4939,245.4939,234.7107438,236.4423455,26400
8/14/2013,237.7016922,256.8280205,236.1275089,247.3042109,40800
8/18/2013,258.2447855,263.6757182,250.2951594,259.1892956,53600
8/19/2013,255.0177096,267.6111767,251.8693428,262.5737898,139200
8/20/2013,264.4628099,280.2046438,262.1015348,264.4628099,103600
8/21/2013,263.8331366,287.6033058,263.8331366,287.5245966,351800
8/22/2013,306.9657615,306.9657615,290.5155451,294.4510035,206400
8/25/2013,310.1928375,320.188902,299.0948445,314.4431326,392000
8/26/2013,317.9063361,334.0417159,308.5399449,322.4714679,261800
8/27/2013,325.0688705,347.7371114,314.6792601,344.4313262,358600
8/29/2013,346.3203463,347.107438,327.4301456,330.5785124,171200
9/1/2013,326.6430539,343.1719795,321.2121212,324.1243605,172400
9/2/2013,330.4210941,330.4210941,309.4844549,310.9799292,173400
9/3/2013,314.0495868,328.6107832,309.3270366,320.0314837,164800
9/4/2013,326.0133806,328.2172373,312.4754034,317.5127902,138400
9/5/2013,323.4946871,323.4946871,303.8173947,306.0999606,125400
9/8/2013,311.4521842,312.317985,295.1593861,298.4651712,99200
9/9/2013,304.6044864,312.4754034,296.969697,306.8870523,78400
9/10/2013,318.6934278,322.7075954,311.9244392,316.017316,219000
9/11/2013,320.1101928,343.0932704,318.772137,338.8429752,466200
9/12/2013,346.3203463,357.3396301,334.9075167,343.8803621,318000
9/15/2013,338.4494294,346.3203463,328.532074,331.2081858,138000
9/16/2013,345.4545455,345.4545455,322.7075954,325.6198347,185400
9/17/2013,337.6623377,337.6623377,316.8044077,319.244392,205800
9/18/2013,322.7075954,331.3656041,316.017316,317.2766627,102400
9/19/2013,321.133412,322.7075954,314.8366785,316.7256985,93000
9/22/2013,321.133412,321.133412,306.9657615,308.6186541,86600
9/23/2013,332.1526958,332.1526958,305.3915781,307.9102715,74400
9/24/2013,283.4317198,317.9063361,283.3530106,306.257379,72800
9/25/2013,312.4754034,312.4754034,302.6367572,305.6277056,35400
9/26/2013,303.030303,309.7205824,300.8264463,302.558048,38400
9/29/2013,299.8032271,302.2432113,296.1826053,296.969697,29200
9/30/2013,292.9555293,296.7335695,287.2884691,289.09878,31400
10/1/2013,291.2239276,298.3077529,287.4458874,295.8677686,45000
10/2/2013,295.9464778,304.9193231,293.5852027,300.5116096,45200
10/3/2013,314.0495868,314.0495868,295.4742227,298.2290437,16200
10/6/2013,294.3722944,294.3722944,283.7465565,287.1310508,22200
10/7/2013,294.3722944,294.3722944,285.7929949,287.6033058,7600
10/8/2013,292.7194018,292.7194018,282.5659189,285.1633215,23600
10/9/2013,283.3530106,293.3490752,283.3530106,287.682015,23600
10/20/2013,275.4820937,275.4820937,266.0369933,267.6111767,28000
10/21/2013,263.6757182,290.9878001,260.5273514,287.1310508,59000
10/22/2013,289.6497442,306.9657615,284.927194,293.0342385,41800
10/23/2013,304.2109406,305.3915781,281.8575364,290.5942542,56200
10/24/2013,289.6497442,291.2239276,280.9917355,283.3530106,36800
10/27/2013,289.6497442,289.6497442,279.4175521,283.4317198,29600
10/28/2013,288.8626525,289.6497442,281.7788272,283.5891381,24800
10/29/2013,283.3530106,287.2884691,282.5659189,285.2420307,40200
10/30/2013,289.6497442,302.9515939,288.9413617,299.3309721,147200
10/31/2013,303.1090122,312.4754034,301.0625738,302.085793,226600
11/3/2013,299.9606454,317.7489177,299.8819362,313.4199134,69600
11/4/2013,321.8417946,322.6288863,296.7335695,301.0625738,73800
11/5/2013,306.9657615,313.1050767,303.1090122,305.7064148,73400
11/6/2013,306.9657615,310.8225108,299.0948445,309.0121999,65200
11/7/2013,312.0031484,312.0031484,304.6044864,305.4702873,48400
11/10/2013,306.1786698,306.1786698,289.6497442,294.214876,61200
11/11/2013,288.8626525,301.3774105,288.15427,292.7194018,31400
11/12/2013,291.6174734,293.3490752,287.2884691,287.682015,19400
11/13/2013,285.399449,302.1645022,285.3207399,296.5761511,18200
11/14/2013,301.7709563,303.5812672,289.2561983,301.141283,53000
11/18/2013,306.9657615,306.9657615,295.9464778,300.2754821,87000
11/19/2013,299.8819362,318.772137,296.8122786,313.3412043,176200
11/20/2013,314.8366785,321.9205037,311.6883117,314.1282959,67000
11/21/2013,310.90122,310.90122,304.0535222,305.785124,51000
11/24/2013,307.0444707,308.5399449,297.5993703,298.4651712,44400
11/25/2013,305.3915781,310.90122,297.914207,300.1180638,66800
11/26/2013,300.7477371,300.8264463,293.742621,294.5297127,34800
11/27/2013,292.798111,298.7012987,292.798111,296.5761511,23000
11/28/2013,299.0948445,303.030303,293.5852027,295.1593861,28400
12/1/2013,291.2239276,297.3632428,291.2239276,292.8768201,30000
12/2/2013,293.742621,297.1271153,293.742621,294.5297127,14600
12/3/2013,300.6690279,310.90122,298.3077529,309.7992916,63000
12/4/2013,314.8366785,321.0547029,310.90122,314.7579693,166600
12/5/2013,318.6934278,318.6934278,312.0031484,314.9153876,62800
12/8/2013,317.1979536,321.133412,314.8366785,316.8831169,38400
12/9/2013,321.133412,321.133412,314.0495868,314.8366785,54000
12/10/2013,313.2624951,316.4108619,308.7760724,313.0263676,86000
12/11/2013,314.4431326,315.6237702,311.2947658,312.4754034,93200
12/12/2013,315.6237702,315.6237702,304.6044864,308.3825266,66400
12/15/2013,314.8366785,314.8366785,302.2432113,305.7064148,27000
12/17/2013,306.9657615,316.9618261,303.1877214,312.4754034,43800
12/18/2013,314.0495868,314.6792601,306.9657615,310.5076741,30000
12/19/2013,306.9657615,320.3463203,306.9657615,317.5914994,40800
12/22/2013,318.772137,341.3616686,318.772137,330.1062574,229000
12/23/2013,337.6623377,345.1397088,331.3656041,336.9539551,107800
12/24/2013,340.8107044,340.8107044,330.0275482,332.3101141,33400
12/26/2013,334.5139709,334.5139709,323.3372688,328.059819,24000
12/29/2013,324.6753247,334.5139709,323.4946871,325.9346714,38000
12/30/2013,330.5785124,330.5785124,323.1798505,324.360488,58000
1/1/2014,333.8055884,346.3203463,332.1526958,342.935852,54200
1/2/2014,346.3990555,361.9047619,346.3990555,360.1731602,167200
1/6/2014,362.0621802,369.9330972,356.1589925,358.5202676,59800
1/7/2014,366.7847304,387.8787879,365.9189296,384.9665486,226200
1/8/2014,396.6942149,406.9264069,385.6749311,391.7355372,235200
1/9/2014,390.0826446,396.6155057,386.4620228,393.1523022,124800
1/12/2014,397.4813066,421.0940575,396.1432507,417.0798898,206200
1/13/2014,432.9004329,435.261708,410.2321921,431.0114128,151600
1/15/2014,443.9197166,452.5777253,430.5391578,431.6410862,139600
1/16/2014,433.1365604,438.0165289,426.6824085,431.0114128,199000
1/20/2014,432.9004329,433.6088154,417.2373081,425.501771,221600
1/21/2014,432.1133412,443.7622983,426.6036993,440.850059,359800
1/22/2014,448.6422668,456.5131838,440.7713499,443.3687525,262000
1/23/2014,446.2022826,446.2022826,436.9933097,441.4010232,150200
1/26/2014,441.5584416,456.1983471,439.2758756,440.9287682,136200
1/27/2014,437.8591106,437.8591106,427.0759543,428.3353011,57800
1/28/2014,439.1184573,439.1184573,412.5934671,415.6631248,57400
1/29/2014,425.0295159,428.1778827,413.3018497,414.9547422,57000
1/30/2014,424.7933884,424.7933884,410.0747737,417.9456907,82600
2/2/2014,421.1727666,427.390791,414.7973239,418.8114915,71600
2/3/2014,423.3766234,423.4553325,413.2231405,414.1676505,128800
2/4/2014,413.5379772,413.6953955,395.2774498,399.8425817,78800
2/5/2014,393.5458481,407.7134986,393.5458481,403.9354585,51800
2/6/2014,414.7186147,421.0940575,409.287682,416.1353798,126200
2/9/2014,420.3069658,425.7378985,410.8618654,411.6489571,160800
2/10/2014,415.5057064,417.9456907,407.7134986,408.1857536,70000
2/11/2014,415.5844156,417.0011806,403.8567493,406.3754427,84200
2/12/2014,417.158599,417.158599,402.9909484,405.4309327,77400
2/13/2014,411.6489571,411.6489571,404.171586,406.0606061,31800
2/16/2014,412.4360488,412.4360488,401.4167651,404.8012593,41000
2/17/2014,401.4167651,406.9264069,395.1200315,401.1806375,21000
2/18/2014,401.3380559,402.1251476,393.4671389,394.0968123,84400
2/19/2014,401.3380559,405.3522235,394.2542306,397.1664699,38200
2/20/2014,406.1393152,412.4360488,401.4167651,408.1857536,75200
2/23/2014,413.2231405,416.3715073,407.7134986,411.0979929,53600
2/24/2014,415.5844156,416.3715073,406.0606061,407.4773711,50400
2/25/2014,412.3573396,438.0165289,410.8618654,437.9378198,385600
2/26/2014,440.7713499,442.7390791,427.390791,437.0720189,89600
2/27/2014,440.7713499,468.3195592,440.7713499,466.824085,337200
3/2/2014,473.8292011,476.1904762,449.4293585,452.4990161,146400
3/3/2014,452.5777253,458.008658,440.7713499,442.6603699,98600
3/4/2014,448.4848485,452.4990161,433.6875246,435.3404172,88800
3/5/2014,440.7713499,452.4990161,430.617867,448.9571035,58800
3/6/2014,462.8099174,462.8099174,444.8642267,450.8461236,73200
3/9/2014,459.6615506,459.6615506,443.3687525,445.6513184,97800
3/10/2014,442.4242424,442.7390791,427.390791,431.2475403,87800
3/11/2014,436.0487997,436.0487997,425.0295159,432.3494687,89400
3/13/2014,431.3262495,432.8217237,426.6036993,428.5714286,41600
3/16/2014,438.0165289,438.0165289,418.8114915,423.4553325,37000
3/18/2014,421.0940575,428.1778827,419.9921291,426.1314443,43000
3/19/2014,428.1778827,435.261708,419.5198741,421.1727666,61800
3/20/2014,427.3120819,427.390791,410.8618654,416.2140889,30000
3/23/2014,420.3069658,420.3069658,404.643841,406.4541519,81600
3/24/2014,402.2038567,402.9909484,395.1987407,398.5832349,55400
3/25/2014,393.8606848,399.05549,381.8181818,393.3097206,73200
3/27/2014,389.6103896,399.7638725,378.669815,383.3923652,53600
3/30/2014,384.1007477,384.1007477,356.7099567,358.1267218,97400
3/31/2014,365.9976387,365.9976387,340.8107044,345.9268005,104600
4/1/2014,342.3848878,373.7898465,341.5977961,370.0118064,54600
4/2/2014,371.5072806,376.2298308,354.1912633,355.7654467,50600
4/3/2014,360.8815427,369.9330972,357.0247934,364.1086187,157800
4/6/2014,373.2388823,379.7717434,365.9976387,373.2388823,215200
4/7/2014,377.725305,397.4813066,376.1511216,394.7264856,167200
4/8/2014,395.9071232,413.1444313,382.6052735,386.7768595,108600
4/9/2014,399.6851633,399.6851633,374.1833924,378.19756,80400
4/10/2014,364.4234553,377.725305,364.4234553,373.553719,39000
4/13/2014,375.0491932,375.0491932,358.9138135,361.9047619,25400
4/15/2014,369.9330972,369.9330972,347.107438,353.0893349,52000
4/17/2014,354.1912633,379.3781976,354.1912633,371.5859898,88600
4/20/2014,376.2298308,377.8040142,358.9138135,360.6454152,44600
4/21/2014,362.0621802,368.2014955,358.9138135,359.7009052,16800
4/22/2014,362.2195986,365.0531287,350.1770956,351.751279,43800
4/23/2014,350.2558048,360.6454152,344.7461629,346.9500197,61000
4/24/2014,357.8118851,365.9976387,346.5564738,350.806769,49000
4/27/2014,349.7835498,354.1125541,345.690673,346.8713105,40600
4/28/2014,342.463597,346.0842188,336.875246,338.292011,25200
4/29/2014,342.3848878,342.3848878,325.0688705,329.1617473,44400
4/30/2014,329.004329,351.8299882,327.4301456,349.0751673,25800
5/4/2014,348.6816214,354.1912633,336.9539551,343.7229437,14400
5/5/2014,340.4171586,347.5009839,335.3010626,343.0932704,26000
5/6/2014,349.862259,360.8028335,349.4687131,357.5757576,45600
5/7/2014,360.3305785,369.0672963,360.3305785,365.9189296,52400
5/8/2014,366.7847304,367.4931129,355.7654467,363.9512003,25600
5/11/2014,362.0621802,365.9189296,357.4183392,359.622196,27400
5/12/2014,363.0853994,367.4931129,354.978355,356.9460842,38400
5/14/2014,354.1912633,360.4879969,339.3939394,342.463597,76000
5/15/2014,312.9476584,312.9476584,312.9476584,312.9476584,7800
5/18/2014,285.7142857,299.0948445,285.6355765,286.2652499,227000
5/19/2014,288.0755608,288.0755608,271.5466352,275.2459662,70600
5/20/2014,272.3337269,280.755608,268.3982684,275.167257,84400
5/21/2014,282.5659189,282.5659189,265.3286108,267.4537584,49400
5/22/2014,271.467926,272.9634002,267.29634,269.1853601,29800
5/25/2014,271.3105077,272.1763085,261.3144431,263.0460449,29600
5/26/2014,261.707989,261.707989,255.8048013,257.3789847,31400
5/27/2014,261.7866982,270.7595435,258.1660763,265.40732,82600
5/28/2014,265.2499016,273.8292011,264.8563558,270.995671,35600
5/29/2014,270.9169618,271.0743802,263.6757182,266.2731208,41400
6/1/2014,265.7221566,270.7595435,264.0692641,264.7776466,26400
6/3/2014,265.6434475,265.6434475,255.9622196,256.7493113,52200
6/4/2014,259.3467139,259.5828414,255.7260921,256.2770563,56400
6/5/2014,260.9208973,264.7776466,257.7725305,259.2680047,40200
6/8/2014,255.8048013,259.6615506,253.4435262,258.2447855,19800
6/9/2014,260.5273514,277.8433688,260.1338056,270.6021251,52000
6/10/2014,279.2601338,280.2046438,267.6111767,273.7504919,64800
6/11/2014,279.338843,279.338843,273.7504919,274.3014561,42600
6/12/2014,271.5466352,271.5466352,261.3931523,262.8886265,113400
6/16/2014,268.3982684,268.3982684,263.6757182,263.8331366,145400
6/17/2014,270.995671,271.3892168,260.5273514,262.180244,52800
6/18/2014,263.6757182,266.4305392,261.707989,263.8331366,15000
6/19/2014,270.6808343,270.6808343,261.707989,266.9815033,33600
6/22/2014,267.6111767,268.3982684,264.0692641,266.5879575,20200
6/23/2014,266.0369933,271.5466352,266.0369933,269.6576151,22200
6/24/2014,269.8937426,269.8937426,264.4628099,265.8008658,14400
6/25/2014,267.9260134,271.3892168,265.7221566,268.7918142,38400
6/26/2014,267.6898859,270.1298701,266.824085,267.29634,18200
6/29/2014,268.3982684,271.467926,263.6757182,266.2731208,70200
6/30/2014,267.768595,267.768595,266.824085,266.824085,10600
7/2/2014,271.1530893,271.1530893,267.6111767,267.9260134,17200
7/3/2014,264.4628099,267.4537584,264.4628099,265.879575,17200
7/6/2014,266.0369933,266.0369933,264.5415191,265.40732,46200
7/7/2014,266.7453758,266.7453758,265.2499016,266.0369933,40800
7/8/2014,266.0369933,269.8937426,264.4628099,267.0602125,114200
7/9/2014,267.6111767,267.6111767,265.0137741,265.3286108,46600
7/10/2014,265.2499016,265.2499016,264.4628099,265.0137741,23000
7/13/2014,264.6989374,264.6989374,261.3144431,262.0228257,17200
